1 0 0 0 0 0.01976563
0 1 0 0 0 0.01671875
0 0 1 0 0 0
0 0 0 1 0 0.02171875
0 0 0 0 1 0.01595627
1 0 0 0 0 0.025625
0 1 0 0 0 0.025625
0 0 1 0 0 0.02411058
0 0 0 1 0 0.01950195
0 0 0 0 1 0.00609375
1 0 0 0 0 0.025625
0 1 0 0 0 0.01976563
0 0 1 0 0 0.025625
0 0 0 1 0 0.01976563
0 0 0 0 1 0.0078125
1 0 0 0 0 0.00680031
0 1 0 0 0 0.02390969
0 0 1 0 0 0.01609719
0 0 0 1 0 0.0147951
0 0 0 0 1 0.00828469
1 0 0 0 0 0.02057292
0 1 0 0 0 0.02421875
0 0 1 0 0 0.000781249999999997
0 0 0 1 0 0.01835938
0 0 0 0 1 0.00859375
1 0 0 0 0 0.0265625
0 1 0 0 0 0.01875
0 0 1 0 0 0.0109375
0 0 0 1 0 0.0265625
0 0 0 0 1 -0.02046875
1 0 0 0 0 0.01531594
0 1 0 0 0 0.02312844
0 0 1 0 0 0.0122951
0 0 0 1 0 0.00750344
0 0 0 0 1 0.02312844
1 0 0 0 0 0.02546875
0 1 0 0 0 0.0140625
0 0 1 0 0 0.01375
0 0 0 1 0 0.01641455
0 0 0 0 1 0.01039063
1 0 0 0 0 0.013125
0 1 0 0 0 0.0109375
0 0 1 0 0 0.003125
0 0 0 1 0 0.021875
0 0 0 0 1 0.0046875
1 0 0 0 0 0.03670155
0 1 0 0 0 0.01593481
0 0 1 0 0 0.02825558
0 0 0 1 0 0.0226646
0 0 0 0 1 -0.01469019
1 0 0 0 0 0.00994243
0 1 0 0 0 0.025625
0 0 1 0 0 0.0178125
0 0 0 1 0 0.025625
0 0 0 0 1 0.01447917
1 0 0 0 0 0.0265625
0 1 0 0 0 0.003125
0 0 1 0 0 0.01828125
0 0 0 1 0 0.0265625
0 0 0 0 1 0.0078125
1 0 0 0 0 0.02645344
0 1 0 0 0 0.02642969
0 0 1 0 0 0.01770344
0 0 0 1 0 0.02645344
0 0 0 0 1 0.01082844
1 0 0 0 0 0.00671875
0 1 0 0 0 0.0265625
0 0 1 0 0 0.01
0 0 0 1 0 0.01677083
0 0 0 0 1 0.0078125
1 0 0 0 0 0.00919300999999999
0 1 0 0 0 0.0265625
0 0 1 0 0 0.01875
0 0 0 1 0 0.0203125
0 0 0 0 1 0.0109375
1 0 0 0 0 0.0265625
0 1 0 0 0 0.0265625
0 0 1 0 0 0.01
0 0 0 1 0 0.00304687999999999
0 0 0 0 1 0.0046926
1 0 0 0 0 0.02054808
0 1 0 0 0 0.02466266
0 0 1 0 0 0.00981891
0 0 0 1 0 0.01685016
0 0 0 0 1 -0.00189984
1 0 0 0 0 0.0235933
0 1 0 0 0 0.00269052
0 0 1 0 0 0.01164886
0 0 0 1 0 0.0198433
0 0 0 0 1 0.00249448
1 0 0 0 0 0.02148438
0 1 0 0 0 0.03515625
0 0 1 0 0 0.02006406
0 0 0 1 0 0.03125
0 0 0 0 1 0.02375
1 0 0 0 0 0.00594094
0 1 0 0 0 0.02664406
0 0 1 0 0 0.01320109
0 0 0 1 0 0.0184214
0 0 0 0 1 0.00975031
1 0 0 0 0 0.00867531
0 1 0 0 0 0.02430031
0 0 1 0 0 0.00937844
0 0 0 1 0 0.02430031
0 0 0 0 1 0.00914406
1 0 0 0 0 0.03416667
0 1 0 0 0 0.03416667
0 0 1 0 0 0.03375
0 0 0 1 0 0.0253125
0 0 0 0 1 0.00761646
1 0 0 0 0 0.0315625
0 1 0 0 0 0.01802083
0 0 1 0 0 0.02153875
0 0 0 1 0 0.01993056
0 0 0 0 1 0.00501229
1 0 0 0 0 0.03375
0 1 0 0 0 0.01416667
0 0 1 0 0 0.02372625
0 0 0 1 0 0.02576389
0 0 0 0 1 0.00719979
1 0 0 0 0 0.03027778
0 1 0 0 0 0.019375
0 0 1 0 0 0.03333333
0 0 0 1 0 0.02229167
0 0 0 0 1 0.00719979
1 0 0 0 0 0.01804688
0 1 0 0 0 0.01554688
0 0 1 0 0 0.01744792
0 0 0 1 0 0.03348958
0 0 0 0 1 0.016875
1 0 0 0 0 0.02457844
0 1 0 0 0 0.02642969
0 0 1 0 0 0.02457844
0 0 0 1 0 0.02457844
0 0 0 0 1 0.01051594
1 0 0 0 0 0.02457844
0 1 0 0 0 0.02642969
0 0 1 0 0 0.01676594
0 0 0 1 0 0.02457844
0 0 0 0 1 0.01676594
1 0 0 0 0 0.025625
0 1 0 0 0 0.025625
0 0 1 0 0 0.025625
0 0 0 1 0 0.025625
0 0 0 0 1 0.01
1 0 0 0 0 0.025625
0 1 0 0 0 0.01976563
0 0 1 0 0 0.01671875
0 0 0 1 0 0.01976563
0 0 0 0 1 0.01671875
1 0 0 0 0 0.02609375
0 1 0 0 0 0.0265625
0 0 1 0 0 0.0078125
0 0 0 1 0 0.01691997
0 0 0 0 1 0.0115625
1 0 0 0 0 0.02645344
0 1 0 0 0 0.02642969
0 0 1 0 0 0.02645344
0 0 0 1 0 0.02645344
0 0 0 0 1 0.01082844
1 0 0 0 0 0.02406661
0 1 0 0 0 0.02109375
0 0 1 0 0 0.01875
0 0 0 1 0 0.01875
0 0 0 0 1 0.0109375
1 0 0 0 0 0.02765625
0 1 0 0 0 0.03375
0 0 1 0 0 0.03296875
0 0 0 1 0 0.02984375
0 0 0 0 1 0.01390625
1 0 0 0 0 0.02457844
0 1 0 0 0 0.00270343999999999
0 0 1 0 0 0.02457844
0 0 0 1 0 0.02457844
0 0 0 0 1 0.01832844
1 0 0 0 0 0.00852386
0 1 0 0 0 0.00175302
0 0 1 0 0 0.01902094
0 0 0 1 0 0.02706552
0 0 0 0 1 0.00249448
1 0 0 0 0 0.00942018
0 1 0 0 0 0.00278646
0 0 1 0 0 0.01375
0 0 0 1 0 0.029375
0 0 0 0 1 0.006875
1 0 0 0 0 0.025625
0 1 0 0 0 0.0146875
0 0 1 0 0 0.0178125
0 0 0 1 0 0.025625
0 0 0 0 1 0.00609375
1 0 0 0 0 0.02489094
0 1 0 0 0 0.02489094
0 0 1 0 0 -0.01417156
0 0 0 1 0 0.01864094
0 0 0 0 1 0.00926594
1 0 0 0 0 0.02012532
0 1 0 0 0 0.02642969
0 0 1 0 0 -0.01283227
0 0 0 1 0 0.02620887
0 0 0 0 1 0.01068421
1 0 0 0 0 0.02489094
0 1 0 0 0 0.02489094
